35,0,422,12,58,171,0,-1,-1,-1
125,1,542,1,90,91,0,-1,-1,-1
252,2,486,0,76,91,0,-1,-1,-1
327,3,541,36,98,241,0,-1,-1,-1
331,4,469,0,65,92,0,-1,-1,-1
544,5,225,0,49,86,0,-1,-1,-1
1293,6,351,40,102,290,0,-1,-1,-1
1374,7,428,0,65,85,0,-1,-1,-1
1515,8,452,11,112,260,0,-1,-1,-1
1516,8,160,115,134,220,0,-1,-1,-1
1521,9,62,12,96,228,0,-1,-1,-1
1532,10,526,0,70,85,0,-1,-1,-1
1632,11,432,0,87,141,0,-1,-1,-1
1662,12,147,2,64,119,0,-1,-1,-1
1665,12,315,71,178,278,0,-1,-1,-1
1751,13,354,0,70,119,0,-1,-1,-1
2665,14,321,0,53,85,0,-1,-1,-1
2894,15,319,1,69,126,0,-1,-1,-1
3224,16,475,8,119,266,0,-1,-1,-1
3367,17,155,196,105,135,0,-1,-1,-1
3404,18,501,43,105,234,0,-1,-1,-1
3425,19,470,117,52,92,0,-1,-1,-1
3425,20,540,13,97,172,0,-1,-1,-1
3437,21,321,89,144,247,0,-1,-1,-1
3493,22,268,120,110,215,0,-1,-1,-1
3501,23,376,1,83,118,0,-1,-1,-1
3598,24,303,32,90,203,0,-1,-1,-1
3733,25,439,0,72,84,0,-1,-1,-1
3745,26,497,0,71,92,0,-1,-1,-1
3779,27,1,66,109,242,0,-1,-1,-1
3811,28,427,0,74,109,0,-1,-1,-1
3812,28,184,0,77,116,0,-1,-1,-1
3815,28,116,1,49,116,0,-1,-1,-1
3864,29,427,38,34,52,0,-1,-1,-1
3865,29,212,22,32,53,0,-1,-1,-1
3874,30,2,79,125,257,0,-1,-1,-1
3875,30,3,77,124,257,0,-1,-1,-1
3876,30,114,6,96,234,0,-1,-1,-1
3888,31,342,0,46,52,0,-1,-1,-1
3913,32,198,0,60,86,0,-1,-1,-1
3922,33,101,8,78,142,0,-1,-1,-1
3922,34,216,24,33,52,0,-1,-1,-1
3924,35,0,77,92,207,0,-1,-1,-1
3932,36,16,121,142,213,0,-1,-1,-1
3933,36,306,142,136,191,0,-1,-1,-1
3934,37,449,153,104,179,0,-1,-1,-1
3941,38,284,79,133,259,0,-1,-1,-1
3943,39,406,71,112,244,0,-1,-1,-1
3945,39,520,18,92,208,0,-1,-1,-1
3946,39,244,18,85,158,0,-1,-1,-1
3949,39,495,0,67,108,0,-1,-1,-1
3956,40,228,1,67,119,0,-1,-1,-1
3960,41,256,0,64,132,0,-1,-1,-1
3961,41,218,28,88,245,0,-1,-1,-1
3962,41,1,96,164,241,0,-1,-1,-1
3963,41,13,104,159,233,0,-1,-1,-1
3972,42,493,1,88,239,0,-1,-1,-1
3986,43,290,64,105,271,0,-1,-1,-1
4155,44,202,119,112,212,0,-1,-1,-1
4175,45,34,172,172,162,0,-1,-1,-1
4181,46,59,119,148,216,0,-1,-1,-1
4182,46,454,20,79,219,0,-1,-1,-1
4189,47,112,3,97,103,0,-1,-1,-1
4210,48,297,83,141,254,0,-1,-1,-1
4259,49,487,0,86,111,0,-1,-1,-1
4268,50,330,52,140,260,0,-1,-1,-1
4318,51,474,128,93,141,0,-1,-1,-1
4464,52,163,2,60,149,0,-1,-1,-1
4554,53,484,2,83,111,0,-1,-1,-1
4555,53,138,18,108,235,0,-1,-1,-1
4558,53,152,0,74,177,0,-1,-1,-1
4571,54,466,0,71,136,0,-1,-1,-1
4641,55,375,33,98,218,0,-1,-1,-1
4648,56,44,126,146,211,0,-1,-1,-1
4698,57,342,6,112,224,0,-1,-1,-1
4823,58,194,0,64,122,0,-1,-1,-1
4833,59,5,100,202,236,0,-1,-1,-1
4839,60,444,15,81,199,0,-1,-1,-1
4882,61,558,0,79,104,0,-1,-1,-1
4924,62,197,8,60,128,0,-1,-1,-1
4933,63,219,0,55,100,0,-1,-1,-1
4951,64,50,1,80,139,0,-1,-1,-1
4952,64,255,0,69,130,0,-1,-1,-1
4953,64,209,20,111,250,0,-1,-1,-1
5057,65,70,191,139,145,0,-1,-1,-1
5070,66,217,108,140,230,0,-1,-1,-1
5109,67,155,248,133,85,0,-1,-1,-1
5110,67,93,25,46,108,0,-1,-1,-1
5127,68,470,0,63,135,0,-1,-1,-1
5132,69,180,2,67,172,0,-1,-1,-1
5133,70,31,2,63,143,0,-1,-1,-1
5135,70,33,2,58,145,0,-1,-1,-1
5137,70,196,11,59,179,0,-1,-1,-1
5139,71,143,152,68,97,0,-1,-1,-1
5141,71,143,152,70,96,0,-1,-1,-1
5142,71,118,35,96,217,0,-1,-1,-1
5143,71,199,1,56,91,0,-1,-1,-1
5149,72,338,99,125,238,0,-1,-1,-1
5154,73,216,127,135,205,0,-1,-1,-1
5166,74,115,134,209,202,0,-1,-1,-1
5197,75,145,83,98,239,0,-1,-1,-1
5230,76,515,26,119,276,0,-1,-1,-1
5236,77,97,39,100,273,0,-1,-1,-1
5242,78,519,0,58,89,0,-1,-1,-1
