7518,0,420,36,97,197,0,-1,-1,-1
7542,1,434,92,119,151,0,-1,-1,-1
7542,2,322,56,103,150,0,-1,-1,-1
7542,3,549,80,90,184,0,-1,-1,-1
7543,1,443,94,118,150,0,-1,-1,-1
7544,1,449,94,111,145,0,-1,-1,-1
7544,3,549,83,91,185,0,-1,-1,-1
7545,1,462,91,113,154,0,-1,-1,-1
7545,3,358,51,97,162,0,-1,-1,-1
7546,1,458,85,110,162,0,-1,-1,-1
7548,1,457,25,108,212,0,-1,-1,-1
7556,4,549,159,89,113,0,-1,-1,-1
7561,5,548,156,92,115,0,-1,-1,-1
7563,5,543,155,96,112,0,-1,-1,-1
7619,6,319,103,89,95,0,-1,-1,-1
7693,7,398,96,110,127,0,-1,-1,-1
7694,7,377,115,91,103,0,-1,-1,-1
7694,8,498,130,137,147,0,-1,-1,-1
7695,8,501,147,122,110,0,-1,-1,-1
7695,7,368,122,101,97,0,-1,-1,-1
7696,7,369,130,110,97,0,-1,-1,-1
7697,7,357,123,120,100,0,-1,-1,-1
7700,9,373,121,93,99,0,-1,-1,-1
7701,9,370,126,123,91,0,-1,-1,-1
7702,10,536,132,103,136,0,-1,-1,-1
7704,9,539,5,83,164,0,-1,-1,-1
7750,11,525,0,79,146,0,-1,-1,-1
7754,12,528,0,106,211,0,-1,-1,-1
7835,13,278,51,83,140,0,-1,-1,-1
7836,13,352,47,95,167,0,-1,-1,-1
7843,14,529,58,110,199,0,-1,-1,-1
7855,15,534,15,97,222,0,-1,-1,-1
7920,16,515,0,75,168,0,-1,-1,-1
8020,17,270,74,92,115,0,-1,-1,-1
8096,18,292,41,104,156,0,-1,-1,-1
8097,19,457,18,140,225,0,-1,-1,-1
8103,20,477,0,79,157,0,-1,-1,-1
8113,21,554,0,67,103,0,-1,-1,-1
8123,22,563,0,66,136,0,-1,-1,-1
8124,22,559,0,74,139,0,-1,-1,-1
8126,22,568,0,63,145,0,-1,-1,-1
8127,22,568,0,65,144,0,-1,-1,-1
8131,23,567,0,66,143,0,-1,-1,-1
8132,23,569,0,63,146,0,-1,-1,-1
8135,24,412,69,82,159,0,-1,-1,-1
8136,24,598,0,41,97,0,-1,-1,-1
8139,25,302,35,115,169,0,-1,-1,-1
8161,26,541,0,45,94,0,-1,-1,-1
8165,27,571,0,60,92,0,-1,-1,-1
8256,28,473,110,133,148,0,-1,-1,-1
8257,28,507,120,123,150,0,-1,-1,-1
8258,28,523,123,116,141,0,-1,-1,-1
8259,28,512,120,124,147,0,-1,-1,-1
8356,29,535,13,92,223,0,-1,-1,-1
8359,30,440,1,89,216,0,-1,-1,-1
8360,30,491,0,63,120,0,-1,-1,-1
8415,31,512,0,70,128,0,-1,-1,-1
8440,32,579,0,56,95,0,-1,-1,-1
8546,33,473,1,83,240,0,-1,-1,-1
8571,34,516,20,76,157,0,-1,-1,-1
8660,35,591,1,44,107,0,-1,-1,-1
8661,36,270,51,125,150,0,-1,-1,-1
8661,37,502,31,92,219,0,-1,-1,-1
8662,37,494,29,88,217,0,-1,-1,-1
8663,37,232,63,95,118,0,-1,-1,-1
8672,38,302,90,85,108,0,-1,-1,-1
8744,39,515,1,74,109,0,-1,-1,-1
8764,40,256,66,97,124,0,-1,-1,-1
8817,41,456,41,114,199,0,-1,-1,-1
8817,42,303,47,102,162,0,-1,-1,-1
8820,41,548,7,90,232,0,-1,-1,-1
8863,43,526,0,70,120,0,-1,-1,-1
8887,44,497,0,88,248,0,-1,-1,-1
8897,45,442,30,100,203,0,-1,-1,-1
8941,46,335,68,109,142,0,-1,-1,-1
8942,47,375,54,105,164,0,-1,-1,-1
8956,48,409,0,95,222,0,-1,-1,-1
8970,49,213,42,81,133,0,-1,-1,-1
8971,50,568,0,64,96,0,-1,-1,-1
8982,51,400,42,114,183,0,-1,-1,-1
8983,51,511,0,76,141,0,-1,-1,-1
8990,52,371,117,111,101,0,-1,-1,-1
