35,0,445,2,82,209,0,-1,-1,-1
35,1,573,10,65,226,0,-1,-1,-1
36,0,448,32,129,212,0,-1,-1,-1
36,2,309,3,102,210,0,-1,-1,-1
37,2,547,1,87,106,0,-1,-1,-1
39,0,326,3,87,211,0,-1,-1,-1
39,3,232,46,101,145,0,-1,-1,-1
108,4,493,70,129,186,0,-1,-1,-1
724,5,550,17,89,237,0,-1,-1,-1
1036,6,493,0,62,90,0,-1,-1,-1
1037,7,399,0,51,108,0,-1,-1,-1
1038,7,450,3,69,150,0,-1,-1,-1
4035,8,497,0,62,91,0,-1,-1,-1
4036,8,485,1,61,94,0,-1,-1,-1
4040,9,496,0,60,86,0,-1,-1,-1
4066,10,304,0,83,191,0,-1,-1,-1
4071,11,468,0,67,96,0,-1,-1,-1
4089,12,484,0,66,85,0,-1,-1,-1
4093,13,542,81,86,159,0,-1,-1,-1
4145,14,455,32,86,186,0,-1,-1,-1
4145,15,408,2,54,141,0,-1,-1,-1
5439,16,512,23,110,229,0,-1,-1,-1
6170,17,391,0,71,147,0,-1,-1,-1
6262,18,340,27,120,204,0,-1,-1,-1
6263,18,524,0,64,118,0,-1,-1,-1
6305,19,470,51,111,189,0,-1,-1,-1
6390,20,498,0,67,105,0,-1,-1,-1
6587,21,407,11,81,224,0,-1,-1,-1
6651,22,567,2,68,108,0,-1,-1,-1
6652,23,331,116,91,103,0,-1,-1,-1
6652,22,225,65,97,128,0,-1,-1,-1
6662,24,288,129,85,79,0,-1,-1,-1
6673,25,502,0,58,89,0,-1,-1,-1
6673,26,388,1,61,125,0,-1,-1,-1
6674,26,322,8,91,211,0,-1,-1,-1
6674,27,466,17,82,226,0,-1,-1,-1
6674,28,223,26,99,176,0,-1,-1,-1
6675,28,82,60,111,108,0,-1,-1,-1
6676,29,26,77,109,77,0,-1,-1,-1
6676,28,233,64,97,128,0,-1,-1,-1
6677,29,203,81,115,110,0,-1,-1,-1
6726,30,381,0,70,221,0,-1,-1,-1
6729,31,361,46,110,171,0,-1,-1,-1
6729,30,484,0,89,149,0,-1,-1,-1
6748,32,425,0,76,128,0,-1,-1,-1
6788,33,524,10,106,193,0,-1,-1,-1
6836,34,543,0,88,251,0,-1,-1,-1
6836,35,361,33,91,195,0,-1,-1,-1
6836,36,176,41,108,151,0,-1,-1,-1
6843,37,357,6,87,214,0,-1,-1,-1
6844,37,533,0,59,98,0,-1,-1,-1
6859,38,501,30,94,213,0,-1,-1,-1
6866,39,417,0,77,176,0,-1,-1,-1
6874,40,420,10,102,225,0,-1,-1,-1
6875,40,415,8,84,215,0,-1,-1,-1
6930,41,377,18,99,214,0,-1,-1,-1
6934,42,371,10,103,198,0,-1,-1,-1
6943,43,413,61,158,193,0,-1,-1,-1
6948,44,488,28,99,219,0,-1,-1,-1
6954,45,512,3,49,132,0,-1,-1,-1
6993,46,379,7,86,216,0,-1,-1,-1
7006,47,432,11,104,221,0,-1,-1,-1
7037,48,552,15,88,255,0,-1,-1,-1
7156,49,488,0,65,137,0,-1,-1,-1
7195,50,476,57,122,187,0,-1,-1,-1
7257,51,542,1,89,106,0,-1,-1,-1
7310,52,571,0,64,103,0,-1,-1,-1
7427,53,515,9,106,198,0,-1,-1,-1
7441,54,482,0,66,88,0,-1,-1,-1
7453,55,563,0,42,56,0,-1,-1,-1
7495,56,316,44,111,166,0,-1,-1,-1
7591,57,324,131,102,86,0,-1,-1,-1
7620,58,492,1,95,246,0,-1,-1,-1
7621,58,534,4,104,256,0,-1,-1,-1
7622,58,525,18,114,240,0,-1,-1,-1
7628,59,396,117,185,138,0,-1,-1,-1
7634,60,527,11,110,252,0,-1,-1,-1
7659,61,532,1,65,117,0,-1,-1,-1
7708,62,460,17,106,226,0,-1,-1,-1
7759,63,451,17,74,146,0,-1,-1,-1
7761,64,284,32,90,175,0,-1,-1,-1
7762,65,212,48,117,147,0,-1,-1,-1
7801,66,228,29,123,165,0,-1,-1,-1
7801,67,497,0,67,111,0,-1,-1,-1
7805,68,359,70,66,149,0,-1,-1,-1
7814,69,150,43,88,137,0,-1,-1,-1
7823,70,511,0,55,85,0,-1,-1,-1
7828,71,509,79,113,174,0,-1,-1,-1
7829,71,505,116,135,154,0,-1,-1,-1
7833,72,555,6,71,158,0,-1,-1,-1
7834,72,479,0,64,103,0,-1,-1,-1
7835,73,158,67,101,120,0,-1,-1,-1
7841,74,302,4,98,208,0,-1,-1,-1
7843,74,507,3,91,238,0,-1,-1,-1
7877,75,501,0,64,94,0,-1,-1,-1
7878,76,558,1,76,108,0,-1,-1,-1
7887,77,548,1,67,95,0,-1,-1,-1
7902,78,436,2,90,225,0,-1,-1,-1
7960,79,540,0,87,130,0,-1,-1,-1
7961,79,476,0,77,88,0,-1,-1,-1
7968,80,468,0,60,92,0,-1,-1,-1
7968,81,578,0,61,133,0,-1,-1,-1
8066,82,552,16,84,247,0,-1,-1,-1
8067,82,545,32,95,235,0,-1,-1,-1
8084,83,487,21,93,221,0,-1,-1,-1
8098,84,548,0,79,101,0,-1,-1,-1
8098,85,521,0,78,102,0,-1,-1,-1
8108,86,490,0,73,130,0,-1,-1,-1
8207,87,245,45,102,156,0,-1,-1,-1
8216,88,528,0,63,92,0,-1,-1,-1
8327,89,405,21,104,213,0,-1,-1,-1
8386,90,389,103,112,130,0,-1,-1,-1
8395,91,346,1,75,131,0,-1,-1,-1
8396,92,89,73,106,91,0,-1,-1,-1
8489,93,547,0,84,132,0,-1,-1,-1
8491,93,493,0,62,87,0,-1,-1,-1
