1282,0,108,2,85,194,0,-1,-1,-1
2172,1,419,10,144,335,0,-1,-1,-1
2175,1,157,1,77,127,0,-1,-1,-1
2510,2,463,1,76,96,0,-1,-1,-1
2694,3,311,0,33,59,0,-1,-1,-1
2859,4,428,0,94,92,0,-1,-1,-1
3095,5,447,0,71,87,0,-1,-1,-1
3319,6,502,24,94,199,0,-1,-1,-1
3384,7,528,132,63,98,0,-1,-1,-1
3392,8,494,2,75,86,0,-1,-1,-1
3429,9,564,12,73,217,0,-1,-1,-1
3494,10,298,55,121,286,0,-1,-1,-1
3496,11,572,0,65,97,0,-1,-1,-1
3501,12,562,0,62,95,0,-1,-1,-1
3507,13,551,0,79,93,0,-1,-1,-1
3510,13,525,0,62,93,0,-1,-1,-1
3555,14,376,0,61,98,0,-1,-1,-1
3556,14,413,0,61,88,0,-1,-1,-1
3709,15,178,0,56,94,0,-1,-1,-1
3729,16,531,1,64,105,0,-1,-1,-1
3737,17,462,0,62,86,0,-1,-1,-1
3788,18,162,100,100,239,0,-1,-1,-1
3795,19,422,11,68,172,0,-1,-1,-1
3801,20,495,2,91,200,0,-1,-1,-1
3811,21,12,134,149,199,0,-1,-1,-1
3812,22,39,158,128,179,0,-1,-1,-1
3814,22,280,142,116,196,0,-1,-1,-1
3834,23,449,36,100,229,0,-1,-1,-1
3839,24,464,0,39,56,0,-1,-1,-1
3844,25,264,0,35,60,0,-1,-1,-1
3848,26,126,0,56,94,0,-1,-1,-1
3853,27,108,21,97,153,0,-1,-1,-1
3854,28,21,53,101,192,0,-1,-1,-1
3855,28,21,42,104,181,0,-1,-1,-1
3871,29,411,86,108,251,0,-1,-1,-1
3872,29,366,79,127,241,0,-1,-1,-1
3873,29,171,41,91,282,0,-1,-1,-1
3875,29,163,141,116,147,0,-1,-1,-1
3876,29,191,49,105,237,0,-1,-1,-1
3877,29,272,23,72,194,0,-1,-1,-1
3878,29,218,0,73,144,0,-1,-1,-1
3882,30,555,1,73,106,0,-1,-1,-1
3884,30,260,0,59,109,0,-1,-1,-1
3885,30,195,28,92,144,0,-1,-1,-1
3886,30,269,19,79,210,0,-1,-1,-1
3888,31,546,17,72,168,0,-1,-1,-1
3889,31,513,5,70,142,0,-1,-1,-1
3926,32,326,0,55,52,0,-1,-1,-1
4044,33,534,4,64,124,0,-1,-1,-1
4057,34,312,76,128,260,0,-1,-1,-1
